,image,caption
35208,3727752439_907795603b,The lady is holding her glasses .
35209,3727752439_907795603b,The woman with blond hair holds her sunglasses .
35210,3728015645_b43a60258b,A man is posed standing on one hand on a skateboard ramp .
35211,3728015645_b43a60258b,A man on inline skates in midair
35212,3728015645_b43a60258b,a skateboarder wearing a white cap is doing a stunt in a city skate park .
35213,3728015645_b43a60258b,A young man is skateboarding on a ramp and is standing on one arm .
35214,3728015645_b43a60258b,Man standing on one arm with feet in the air on playground equipment with a body of water in the background .
35215,3728164558_52729baefa,two people leaning against a railing outside the enterance of a building
35216,3728164558_52729baefa,Two people standing on a porch .
35217,3728164558_52729baefa,Two woman stand near a door .
35218,3728164558_52729baefa,Two women standing outside community library
35219,3728164558_52729baefa,Two women stand outside a library .
35220,3728256505_7f8db8270d,A man jumping onto a platform .
35221,3728256505_7f8db8270d,A man on the edge of a wall about to fall off .
35222,3728256505_7f8db8270d,A man on inline skates does a trick on a cracked concrete ramp .
35223,3728256505_7f8db8270d,A man with Rollerblades grinding a curb .
35224,3728256505_7f8db8270d,The man does a trick on his skateboard on a concrete ramp .
35225,3728695560_00ec1ca492,A little girl looks at a birthday cake while a man holds a baby .
35226,3728695560_00ec1ca492,"A man , baby , and child sit in front of a birthday cake ."
35227,3728695560_00ec1ca492,A man holding a baby and an older child admire a birthday cake with candles .
35228,3728695560_00ec1ca492,A man holding a baby with a girl and a birthday cake .
35229,3728695560_00ec1ca492,Candles are lit on a cake while a man holds a baby .
35230,3729405438_6e79077ab2,A bicycler balances his bike on a rail .
35231,3729405438_6e79077ab2,A biker is riding down the stairs on his bike at night .
35232,3729405438_6e79077ab2,A boy rides his red bicycle down the handrail of a staircase in a city .
35233,3729405438_6e79077ab2,A guy grinding a rail in a park on his bike
35234,3729405438_6e79077ab2,A trick bicyclist grinds down a handrail .
35235,3729525173_7f984ed776,A lady sitting on a front porch reading a book .
35236,3729525173_7f984ed776,A person sits at a doorstep and reads a book .
35237,3729525173_7f984ed776,A woman is reading literature and sitting on the front stoop of a building .
35238,3729525173_7f984ed776,A woman sits and reads in the stoop of a wooden door .
35239,3729525173_7f984ed776,A woman sits and reads on the front stoop of her building .
35240,3730011219_588cdc7972,A man and a young child walk along the beach shore .
35241,3730011219_588cdc7972,A man and toddler are walking along the beach in front of the ocean .
35242,3730011219_588cdc7972,"A man at the beach holding a pail , standing next to a child ."
35243,3730011219_588cdc7972,A man with a bucket and a girl in a hat on the beach .
35244,3730011219_588cdc7972,"The man is wearing a black shirt , holding a pail , and walking with a child next to the water ."
35245,3730011701_5352e02286,A little girl buried in the sand .
35246,3730011701_5352e02286,A little girls waist high in sand
35247,3730011701_5352e02286,A little girl with a hat sits between a woman 's feet in the sand in front of a pair of colorful tents .
35248,3730011701_5352e02286,The little girl in the yellow hat is buried up to her waist in the sand on the beach .
35249,3730011701_5352e02286,The small baby in a yellow has the lower half of her body buried in sand .
35250,3730457171_e66dde8c91,A little girl rides a toy bike and laughs .
35251,3730457171_e66dde8c91,A little girl rides a tricycle .
35252,3730457171_e66dde8c91,A little girl rides a tricycle .
35253,3730457171_e66dde8c91,A young girl rides on a toy bicycle with her mouth open .
35254,3730457171_e66dde8c91,Little girl riding her toy on the sidewalk .
35255,373219198_149af371d9,A dog standing in a rocky area .
35256,373219198_149af371d9,A small brown dog stands on a driveway near wooden poles with his tongue sticking out .
35257,373219198_149af371d9,"Orange dog looks over shoulder , near posts in rural area ."
35258,373219198_149af371d9,The golden dog is standing by logs in a parking lot .
35259,373219198_149af371d9,The light brown dog is in an uncrowded parking lot
35260,3732728142_86364a706e,"A baby in a baby seat wearing a red beanie that says "" love "" ."
35261,3732728142_86364a706e,A baby in a red hat sitting in a stroller is holding a doll .
35262,3732728142_86364a706e,A baby with red hat sits in his stroller .
35263,3732728142_86364a706e,a litttle baby plays with her teddy bear .
35264,3732728142_86364a706e,Baby wearing red hat in car seat .
35265,3733074526_82aa8d5f8d,A girl in a costume participates in a parade .
35266,3733074526_82aa8d5f8d,A girl in a red and white costume standing on the street .
35267,3733074526_82aa8d5f8d,A girl in a red and white costume with onlookers behind her .
35268,3733074526_82aa8d5f8d,A small girl dancing in a parade wearing bright red and gold clothes .
35269,3733074526_82aa8d5f8d,"Children in flamboyant red , white , and gold costumes dancing in a parade ."
35270,373394550_1b2296b8c4,A child in a black cap sleeping across two chairs .
35271,373394550_1b2296b8c4,A small boy in a hat asleep on a padded bench .
35272,373394550_1b2296b8c4,A small child sucks his thumb while sleeping with a pink blanket on a multi-colored seat .
35273,373394550_1b2296b8c4,A young boy wearing a dark blue hat sleeps on a bench at a terminal .
35274,373394550_1b2296b8c4,Small boy sleeping on seats and sucking his thumb .
35275,3736786640_70df13be2c,Two boys are playing on a trampoline .
35276,3736786640_70df13be2c,Two kids in black trunks bouncing on a wet trampoline .
35277,3736786640_70df13be2c,Two teenage boys in black swim trunks play on a trampoline .
35278,3736786640_70df13be2c,Two wet boys in swim trunks are sitting on a trampoline
35279,3736786640_70df13be2c,Young laughing boys on a wet vinyl mat .
35280,3737492755_bcfb800ed1,A man dressed in an Indian costume plays the drums .
35281,3737492755_bcfb800ed1,"A man in black-yellow carnival feathers , playing the drum ."
35282,3737492755_bcfb800ed1,A man in costume drums in a parade .
35283,3737492755_bcfb800ed1,A man wearing an Indian costume is playing a snare drum .
35284,3737492755_bcfb800ed1,There is a man in a black and yellow outfit playing the drums .
35285,3737539561_d1dc161040,There are two kids in swimmies playing outside next to some trees .
35286,3737539561_d1dc161040,Two boys with long blond hair are climbing on a hillside .
35287,3737539561_d1dc161040,Two boys with water wings climb a tree .
35288,3737539561_d1dc161040,Two children posing for a picture wearing water wings and sitting on a rock .
35289,3737539561_d1dc161040,Two little boys are sitting on a clump of dirt .
35290,3737711435_113ccd0a52,A girl in water-wear has skipped a stone off an enclosed body of water .
35291,3737711435_113ccd0a52,A girl throws rocks into a lake .
35292,3737711435_113ccd0a52,A girl throws stones and watches the lake splash .
35293,3737711435_113ccd0a52,a girl wearing a blue and pink swimsuit is throwing stones into a lake .
35294,3737711435_113ccd0a52,A woman skipping rocks on a lake
35295,3738685861_8dfff28760,A blond child is playing with a metal yard ornament .
35296,3738685861_8dfff28760,A child dressed in blue sits next to plants .
35297,3738685861_8dfff28760,A child in a blur shirt playing in a flower bed .
35298,3738685861_8dfff28760,A child plays outside by a garden .
35299,3738685861_8dfff28760,A small child is sitting playing with an adornment in a small garden .
35300,3738789925_7d17dbdf25,A boy with blue eyes hanging off a play set .
35301,3738789925_7d17dbdf25,A child smiles and hangs off a small train .
35302,3738789925_7d17dbdf25,A little boy is hanging off a red playground .
35303,3738789925_7d17dbdf25,A young boy smiling while hanging from outdoor play equipment .
35304,3738789925_7d17dbdf25,A young boy with blue eyes plays on a red and yellow playground set .
35305,3739833689_a0038545bd,A little boy puts a bat on his forehead and spins around .
35306,3739833689_a0038545bd,A young boy holds his head to a baseball bat on the green grass .
35307,3739833689_a0038545bd,A young boy is spinning around a baseball bat on the grass .
35308,3739833689_a0038545bd,Little boy puts his forehead on the baseball bat and spins around to make himself dizzy .
35309,3739833689_a0038545bd,The little boy is wearing red shorts and a white t-shirt and has his head resting on a baseball bat .
35310,374103776_0de490c1b0,A woman points at somthing while antoher woman touches her hand at a bar .
35311,374103776_0de490c1b0,"Men and women are standing closely together , some with drinks in their hands ."
35312,374103776_0de490c1b0,The girls are having a drink .
35313,374103776_0de490c1b0,two girls drink at a party .
35314,374103776_0de490c1b0,"While at a party drinking , a woman points at someone while her friend tries to put her hand down ."
35315,374103842_17873ce505,A man dressed in black is smoking a cigarette .
35316,374103842_17873ce505,A man in a black shirt and a cast smokes a cigarette .
35317,374103842_17873ce505,A man in a black shirt with a cigarette in front of others .
35318,374103842_17873ce505,A man in black smokes a cigarette in a basement .
35319,374103842_17873ce505,A man stands near a wall and smokes a cigarette .
35320,374103966_2987706be1,"A large man at a party , with a drink in his right hand ."
35321,374103966_2987706be1,A large man in white dances in the middle of a crowd holding a beverage in his hand .
35322,374103966_2987706be1,A robust man with his mouth open in a white shirt and glasses holding a drink near other people .
35323,374103966_2987706be1,Bearded overweight man carrying drink and yawning .
35324,374103966_2987706be1,"Overweight man with beard in white shirt holding a drink at a bar , dancing ."
35325,374104006_7f32c8c5de,A man in a patterned shirt holds a beer bottle .
35326,374104006_7f32c8c5de,A man in a printed shirt holding a drink .
35327,374104006_7f32c8c5de,A man smiles for the camera with a beer in hand .
35328,374104006_7f32c8c5de,A man with a beer in his hand and people behind him .
35329,374104006_7f32c8c5de,A man with brown hair is wearing a button up shirt .
35330,374124237_51f62b6937,A girl dressed in black is posing for the camera .
35331,374124237_51f62b6937,A woman dressed in black .
35332,374124237_51f62b6937,A woman in black clothes with one leg up .
35333,374124237_51f62b6937,A woman in black leggings and beige cowboy boots .
35334,374124237_51f62b6937,"A woman is propping her leg up revealing cleavage , a great tatoo , and some kicking boots ."
35335,3741462565_cc35966b7a,A little girl wearing a pink shirt is sitting at the table and drinking a milkshake
35336,3741462565_cc35966b7a,A small young girl in a pink shirt drinking a large chocolate milkshake .
35337,3741462565_cc35966b7a,A young girl dressed in pink with a hair barrette pursing her lips at a big chocolate milkshake .
35338,3741462565_cc35966b7a,A young girl is staring at a large milkshake in a glass .
35339,3741462565_cc35966b7a,A young girl looks excitedly at a large milkshake .
35340,374176648_ba4b88c221,There are two people with backpacks walking on the side of a grassy hill .
35341,374176648_ba4b88c221,Two hikers are trekking across a sloping hillside with deep brush in spots .
35342,374176648_ba4b88c221,two mountain climbers climbing up a large grassy mountain .
35343,374176648_ba4b88c221,Two people are hiking up a grassy hill .
35344,374176648_ba4b88c221,Two people in heavy clothes are walking up a gradual grassy incline .
35345,3741827382_71e93298d0,A boy in a green shirt above something blue .
35346,3741827382_71e93298d0,a small boy getting tossed into the air
35347,3741827382_71e93298d0,A young boy jumps around on a blue mat with a half-smile on his face .
35348,3741827382_71e93298d0,A young boy plays in front of a blue object .
35349,3741827382_71e93298d0,The boy wearing the green shirt is climbing on a blue inflatable .
35350,3744832122_2f4febdff6,A boy pitches in a baseball game .
35351,3744832122_2f4febdff6,A boy winding up for a pitch .
35352,3744832122_2f4febdff6,A young baseball player winds up to throw the ball .
35353,3744832122_2f4febdff6,A young person pitches in a baseball game .
35354,3744832122_2f4febdff6,The baseball player is throwing the ball .
35355,3745451546_fc8ec70cbd,A hiker ascends a snowy hill .
35356,3745451546_fc8ec70cbd,A man reaches the top of a tall sand dune .
35357,3745451546_fc8ec70cbd,A person is hiking to the top of a hill .
35358,3745451546_fc8ec70cbd,A person walks up a white sandy hill against the blue sky .
35359,3745451546_fc8ec70cbd,The person is wearing shorts and climbing a gray sand hill under a blue sky .
35360,374567836_3ae12ecffb,A brown dog with a green ball sit in the snow .
35361,374567836_3ae12ecffb,A brown fluffy dog lays in the snow with its green ball .
35362,374567836_3ae12ecffb,A dog sits in the snow with a tennis ball .
35363,374567836_3ae12ecffb,A little dog sits in the snow next to his green toy .
35364,374567836_3ae12ecffb,"Dog in snow , with ice on fur and yellow ball ."
35365,3747543364_bf5b548527,Three girls do back flips and cartwheels in the surf .
35366,3747543364_bf5b548527,Three girls do handstands at the beach .
35367,3747543364_bf5b548527,Three girls doing back flips on the beach .
35368,3747543364_bf5b548527,three little girls cartwheel in the ocean .
35369,3747543364_bf5b548527,Three young girls playing on the beach .
35370,374828031_9d087da5cf,a climber is scaling a reddish colored rock face .
35371,374828031_9d087da5cf,a lone man climbing a huge rock wall
35372,374828031_9d087da5cf,A man climbing a cliff .
35373,374828031_9d087da5cf,A man climbing a rock cliff .
35374,374828031_9d087da5cf,The man is scaling a large copper boulder .
35375,3751594676_edfbfa0688,"A blond toddler wearing a blue sweater , riding on a wooden toy ."
35376,3751594676_edfbfa0688,A child in blue and yellow clothing is clinging to playground equipment with an adult nearby .
35377,3751594676_edfbfa0688,A little boy is playing on a playground rocking toy .
35378,3751594676_edfbfa0688,A toddler with a look of fear on his face is on playground equipment .
35379,3751594676_edfbfa0688,Boy in a blue shirt riding on a toy .
35380,375171241_0302ad8481,Many people wearing silver leotards are riding bikes on the street .
35381,375171241_0302ad8481,Several men in silver suits are riding bicycles across a street .
35382,375171241_0302ad8481,Three people in reflective clothing riding bikes .
35383,375171241_0302ad8481,Three people in reflective white on bikes .
35384,375171241_0302ad8481,Three people in silver suits are riding bikes in the city .
35385,375384566_254c2362d4,A couple shops at an antique store .
35386,375384566_254c2362d4,A woman in a yellow coat is seated next to a standing man in a red jacket in a diner .
35387,375384566_254c2362d4,a woman sitting on a stool wearing a tan leather jacket
35388,375384566_254c2362d4,Three people at Asian tattoo parlor .
35389,375384566_254c2362d4,Two men and a woman looking at pictures in a tattoo parlor .
35390,375392855_54d46ed5c8,A woman in a yellow and black outfit is skiing .
35391,375392855_54d46ed5c8,A woman skier in yellow and black races down the slope in front of the snow-covered trees .
35392,375392855_54d46ed5c8,A woman skiing down a slope .
35393,375392855_54d46ed5c8,A woman snow skiing in a yellow jacket and black pants .
35394,375392855_54d46ed5c8,The woman in the yellow jacket is riding on snow skates .
35395,3756150099_50882fc029,A boy peeks his head through a painted picture .
35396,3756150099_50882fc029,A child poses within a mock pumpkin head .
35397,3756150099_50882fc029,A child stand behind a cutout picture .
35398,3756150099_50882fc029,little boy with face inside a painted pumpkin
35399,3756150099_50882fc029,The child has his head in the frame of the painting .
35400,3757598567_739b7da835,A little boy with a bib on is watching the camera .
35401,3757598567_739b7da835,A small child in gray and orange winks their eye while holding silverware .
35402,3757598567_739b7da835,A tan-skinned child looking at the camera .
35403,3757598567_739b7da835,A young boy winks as he is eating .
35404,3757598567_739b7da835,The little boy is holding a spoon in his hand whilst winking one eye .
35405,3758175529_81941e7cc9,A blond boy slides into a green backyard pool .
35406,3758175529_81941e7cc9,A boy is splashing at the foot of a green water slide in a paddling pool .
35407,3758175529_81941e7cc9,A young boy splashing in a small blow-up pool with a green slide behind him .
35408,3758175529_81941e7cc9,Child is splashing around in a green and blue pool .
35409,3758175529_81941e7cc9,There is a small child playing in a green kiddy pool .
35410,3758787457_1a903ee1e9,A girl dives into the water while another girl watches her .
35411,3758787457_1a903ee1e9,A girl in a black two-piece is leaping into the water .
35412,3758787457_1a903ee1e9,A woman in a bikini jumping off a dock into a lake .
35413,3758787457_1a903ee1e9,A woman in a black two-piece bathing suit jumping into green water .
35414,3758787457_1a903ee1e9,A woman in a black swimsuit is jumping in a lake .
35415,3759230208_1c2a492b12,A boy at the end of a slip and slide .
35416,3759230208_1c2a492b12,a boy is being splashed in the face whilst riding a blue ring along a yellow water slide
35417,3759230208_1c2a492b12,A young boy slides down a water slide with his eyes closed .
35418,3759230208_1c2a492b12,A young boy slides on a Slip 'n' Slide .
35419,3759230208_1c2a492b12,A young boy splashes down a water slide on a lawn .
35420,3759492488_592cd78ed1,A boy hanging onto a pole .
35421,3759492488_592cd78ed1,A kid in a green shirt playing in the park
35422,3759492488_592cd78ed1,A little kid swings on a pole at a playground .
35423,3759492488_592cd78ed1,The boy in the green shirt swings with one arm on the silver pole .
35424,3759492488_592cd78ed1,The boy is swinging on a pole at the beach .
35425,3760400645_3ba51d27f9,a girl at a wedding holding some orange flowers
35426,3760400645_3ba51d27f9,A girl holds a bouquet of flowers
35427,3760400645_3ba51d27f9,A little girl at a wedding holds a bouquet of orange flowers .
35428,3760400645_3ba51d27f9,A little girl holds orange lilies while others celebrate an occasion in a garden setting .
35429,3760400645_3ba51d27f9,Young girl in orange dress holding orange flowers .
35430,3765374230_cb1bbee0cb,"A girl in a swimsuit stands in the spray of water , a bicycle in the background ."
35431,3765374230_cb1bbee0cb,A little girl in a green bathing suit is getting splashed in a water fountain .
35432,3765374230_cb1bbee0cb,A little girl reacts to a spray of water .
35433,3765374230_cb1bbee0cb,A young girl in a green bathing suit getting splashed with water .
35434,3765374230_cb1bbee0cb,A young girl wearing a green bathing suit has water sprayed on her back .
35435,3767841911_6678052eb6,A baby girl in an orange dress gets wet as she stands next to a water sprinkler .
35436,3767841911_6678052eb6,A blonde toddler wearing an orange dress is wet and standing beside a sprinkler in a yard .
35437,3767841911_6678052eb6,A child in a dress is looking at a sprinkler
35438,3767841911_6678052eb6,A little girl in an orange dress is running through the sprinkler in the yard .
35439,3767841911_6678052eb6,"On wet grass , little blond girl in orange dress plays in sprinkler ."
35440,377872472_35805fc143,One dog is standing whilst two other dogs are running in the snow .
35441,377872472_35805fc143,Three dogs are playing around in the snow .
35442,377872472_35805fc143,Three dogs chasing each other in the snow .
35443,377872472_35805fc143,Three dogs play in snow .
35444,377872472_35805fc143,Two dogs play together in the snow .
35445,377872672_d499aae449,Four dogs play in the snow with the city skyline behind them .
35446,377872672_d499aae449,The dogs are playing in the snow .
35447,377872672_d499aae449,"Three dogs are in the snow , and one is wearing a winter coat ."
35448,377872672_d499aae449,Three dogs playing in the snow while one dog wears a jacket .
35449,377872672_d499aae449,"Three dogs playing in the snow , with a city in the background ."
35450,378170167_9b5119d918,A white dog is running along a path outside .
35451,378170167_9b5119d918,A white dog travels along a narrow path in a park setting .
35452,378170167_9b5119d918,A yellow dog running along a forest path .
35453,378170167_9b5119d918,The two-tone dog is running down the trail .
35454,378170167_9b5119d918,White dog traveling alone down a paved path through some woods
35455,378453580_21d688748e,A dog is jumping over a log in a wooded area while carrying another log .
35456,378453580_21d688748e,A dog with a stick in his mouth jumps over a fallen tree in the forest .
35457,378453580_21d688748e,Dog carries stick and jumps over a log .
35458,378453580_21d688748e,The dog carries a stick and jumps over a log in the woods .
35459,378453580_21d688748e,The dog jumps over the log with a stick in its mouth .
35460,379006645_b9a2886b51,A black and brown dog is running between two cement barriers with snow .
35461,379006645_b9a2886b51,a dog runs down the cold aisle .
35462,379006645_b9a2886b51,Black and tan small dog walking with perked ears .
35463,379006645_b9a2886b51,"The black and brown dog walks toward the camera , in an enclosed , snowy area ."
35464,379006645_b9a2886b51,The brown and black dog is running through a snowy street .
35465,380034515_4fbdfa6b26,A furry dog is running through a doorway leading to plants .
35466,380034515_4fbdfa6b26,"A furry , tan dog is outside on a patio ."
35467,380034515_4fbdfa6b26,"A short , furry dog stands on a brick floor in front of a group of potted plants ."
35468,380034515_4fbdfa6b26,A very hairy dog is running down a hall .
35469,380034515_4fbdfa6b26,Flowers are behind the fluffy dog that is coming up the step .
35470,380041023_0dfd712ef1,A brown and black dog runs through the leaves .
35471,380041023_0dfd712ef1,A brown dog is running .
35472,380041023_0dfd712ef1,A brown dog with a red collar jumping across a leafy lawn .
35473,380041023_0dfd712ef1,A dog with a brindle-colored coat is running across the yard .
35474,380041023_0dfd712ef1,The brown dog is wearing a red collar .
35475,380515798_c2abbf46b0,A crowd walks along a sidewalk of a farmers market .
35476,380515798_c2abbf46b0,"A street market filled with white tents , pedestrians , and vendors ."
35477,380515798_c2abbf46b0,A woman looks over a table of organic vegetables at a farmer 's market .
35478,380515798_c2abbf46b0,Men and women walking on the sidewalk outside a marketplace .
35479,380515798_c2abbf46b0,Street with many white tents with display table with people walking nearby .
35480,380527679_574749123d,a fruit stand with a group of people standing around it .
35481,380527679_574749123d,A group of people are standing in Linet at a fruit stand .
35482,380527679_574749123d,A group of people shop for fruit at an urban farmers market .
35483,380527679_574749123d,Many people stand near a fruit vendor on a street .
35484,380527679_574749123d,People shopping at a fruit stand .
35485,380537190_11d6c0a412,A group of people stand at a farmers market on a dreary day .
35486,380537190_11d6c0a412,a white tented fruit stand with several people shopping in it .
35487,380537190_11d6c0a412,People shop for fresh produce at an outdoor market in the city .
35488,380537190_11d6c0a412,People visiting a street market .
35489,380537190_11d6c0a412,Several people shop at an outdoor farmer 's market on a cloudy day .
35490,380590140_25b9889772,a busy highway scene with a woman crossing a crosswalk on the left
35491,380590140_25b9889772,A lady crosses a busy road on the crosswalk .
35492,380590140_25b9889772,A woman crosses a street while traffic lines up in the opposite direction .
35493,380590140_25b9889772,"Street with traffic with one person in crosswalk , two others at corner and one person sitting on ground ."
35494,380590140_25b9889772,Woman walking in crosswalk near a busy street .
35495,381052465_722e00807b,a firetruck fights a fire .
35496,381052465_722e00807b,a yellow firetruck is parked next to a fire with a man on a ladder pouring water on it
35497,381052465_722e00807b,Firefighters putting out a big fire .
35498,381052465_722e00807b,Fireman fighting a fire .
35499,381052465_722e00807b,People putting out a fire .
35500,381239475_044cbffa2b,A black dog is swimming while carrying a tennis
35501,381239475_044cbffa2b,a black dog swimming in the water with a tennis ball in his mouth
35502,381239475_044cbffa2b,a black dog swims through the water with a tennis ball in its mouth .
35503,381239475_044cbffa2b,A dog swims in water with a blue and green tennis ball in its mouth .
35504,381239475_044cbffa2b,A dog with a ball in its mouth swims in the water .
35505,381275595_b429fd1639,A brown dog is chewing on a bone with a stuffed animal underneath it .
35506,381275595_b429fd1639,a dog chews on a bone .
35507,381275595_b429fd1639,Big brown dog chews on bone lying down .
35508,381275595_b429fd1639,Big hairy dog chews on a bone while lying on a furry toy .
35509,381275595_b429fd1639,Brown dog chews on bone while laying on the rug .
35510,381514859_b40418d9c3,Two small white dogs are in a yard chasing a red ball .
35511,381514859_b40418d9c3,Two small white dogs chasing after a red ball .
35512,381514859_b40418d9c3,Two small white dogs chasing a red ball
35513,381514859_b40418d9c3,Two West Highland Terriers chase a red ball .
35514,381514859_b40418d9c3,Two white dogs chase after a red ball in a yard in front of a white fence .
35515,381976882_0063d16d88,Four dogs are being walked by two owners .
35516,381976882_0063d16d88,Four dogs on leashes walk down a sidewalk .
35517,381976882_0063d16d88,Four little dogs on leashes take a walk on a wide path .
35518,381976882_0063d16d88,Four small dogs on leashes walking in a park .
35519,381976882_0063d16d88,Someone is walking their dogs .
35520,382090166_be2c2c63e1,A white dog and two black dogs playing
35521,382090166_be2c2c63e1,A white poodle and 2 black poodles are playing on the grass .
35522,382090166_be2c2c63e1,A white poodle and two black poodles are playing in the grass on an autumn day .
35523,382090166_be2c2c63e1,"A white poodle is climbing over a black poodle , who is in turn climbing over another black poodle ."
35524,382090166_be2c2c63e1,Two black dogs and one white dog interact .
35525,382151094_c7376cf22b,A boy is putting the cone end of a melting ice cream cone in his mouth .
35526,382151094_c7376cf22b,A boy with his eyes closed eats the bottom of an ice cream cone .
35527,382151094_c7376cf22b,A young boy eating ice cream .
35528,382151094_c7376cf22b,A young boy wearing a big watch eats an ice cream cone .
35529,382151094_c7376cf22b,Little boy is eating the rest of the ice cream cone from the bottom up .
35530,382701159_f98c1988cd,a man fishes in the ocean .
35531,382701159_f98c1988cd,A man fly fishes in the ocean .
35532,382701159_f98c1988cd,A man fly fishing .
35533,382701159_f98c1988cd,A man is fishing in knee-high waves of water .
35534,382701159_f98c1988cd,"The person is fishing , with waves splashing around him ."
35535,383223174_7165a54c30,A brown dog plays with a stick .
35536,383223174_7165a54c30,A brown dog wearing a key is playing in the dirt .
35537,383223174_7165a54c30,A lean light brown dog has his head down on the ground playing with a stick .
35538,383223174_7165a54c30,A tan dog rests his head in the sand .
35539,383223174_7165a54c30,Two dogs and a person .
35540,384465370_9918873f9a,Two cyclists atop a hill as seen from below .
35541,384465370_9918873f9a,two cyclist wearing red shirts going over a red hill
35542,384465370_9918873f9a,Two people in red outfits riding their bicycles down a dirt road .
35543,384465370_9918873f9a,Two people ride their bikes down a dirt road .
35544,384465370_9918873f9a,Two people riding their bikes on a hill .
35545,384465575_31294122c0,A man and a woman are biking on a sunny day .
35546,384465575_31294122c0,Man and woman cyclists ride pass signs on rural road .
35547,384465575_31294122c0,Two bicyclists ride down a hill .
35548,384465575_31294122c0,Two friends bike down a hill .
35549,384465575_31294122c0,Two people are riding their bicycles on a dirt road
35550,384577800_fc325af410,A brown dog carries an object in its mouth on a snowy hillside .
35551,384577800_fc325af410,A collie running through the snow .
35552,384577800_fc325af410,A Sheltie dog carries a white-colored toy in its mouth as it walks across the snow .
35553,384577800_fc325af410,Dog with a toy in the snow .
35554,384577800_fc325af410,The dog wades through deep snow with something in its mouth .
35555,385186343_464f5fc186,A black dog in a pink sweater is up on his hind legs in front of a pink blanket .
35556,385186343_464f5fc186,A dog on two feet wearing a pink sweater .
35557,385186343_464f5fc186,A dog wears a pink sweater .
35558,385186343_464f5fc186,"a little puppy wearing a pink sweater , jumps ."
35559,385186343_464f5fc186,The dog is wearing a pink sweater .
35560,385835044_4aa11f6990,A girl wearing a brown jacket and blue jeans has on some white headphones and is walking .
35561,385835044_4aa11f6990,A girl wearing earphones walks past a traffic cone .
35562,385835044_4aa11f6990,"A woman in black and red listens to an Ipod , walks down the street"
35563,385835044_4aa11f6990,A woman wearing headphones is walking past a road cone .
35564,385835044_4aa11f6990,A woman wearing headphones walks down the street .
35565,386160015_d4b31df68e,A brown dog playing play wrestling with a black dog on snow covered land .
35566,386160015_d4b31df68e,The two dogs are fighting outside in the snow .
35567,386160015_d4b31df68e,Two brown dogs playing in snow
35568,386160015_d4b31df68e,two dogs are wrestling in a snow covered field .
35569,386160015_d4b31df68e,Two dogs playing on snow covered ground
35570,386470686_1ae9242878,A man crouched in the bare branches of a fallen tree .
35571,386470686_1ae9242878,A man in a white shirt and khaki pants crouches on a fallen tree trunk .
35572,386470686_1ae9242878,"A man in tan capris , brown sandals , and a white t-shirt , crouches on the trunk of a tree ."
35573,386470686_1ae9242878,A man is crouched on top of a horizontal tree .
35574,386470686_1ae9242878,A man sitting in the middle of branches on a fallen tree .
35575,386655611_1329495f97,A black dog carries a huge stick in its mouth .
35576,386655611_1329495f97,A black dog is carrying a huge stick whilst walking in the snow .
35577,386655611_1329495f97,"A dog carries a huge , snow covered stick ."
35578,386655611_1329495f97,A dog carries a very large tree branch in the snow .
35579,386655611_1329495f97,The brown and white dog carries a very large stick across the snow .
35580,386656845_4e77c3e3da,A black dog and a brown dog are standing next to each other in the snow .
35581,386656845_4e77c3e3da,A little tan dog is in confrontation with a large black dog in the snow .
35582,386656845_4e77c3e3da,A scruffy golden dog meeting a black Doberman in the snow .
35583,386656845_4e77c3e3da,Two dogs in the snow .
35584,386656845_4e77c3e3da,Two dogs standing in snow .
35585,387078972_514a38dc33,A dog walking along the side of a house in the snow .
35586,387078972_514a38dc33,A white dog is walking by a building in the snow .
35587,387078972_514a38dc33,A white dog next to a basement window .
35588,387078972_514a38dc33,a white dog walking on some rocks along a house in the snow .
35589,387078972_514a38dc33,A white dog walks in the snow
35590,387830531_e89c192b92,a brown dog about to jump on a smaller black and tan dog
35591,387830531_e89c192b92,Large dog playing with smaller dog
35592,387830531_e89c192b92,Two dogs are playing together outside .
35593,387830531_e89c192b92,Two dogs playing in the grass with an adult nearby .
35594,387830531_e89c192b92,Two dogs playing with each other .
35595,387974450_bcd205daac,A black dog runs along a field where black birds are beginning to fly .
35596,387974450_bcd205daac,A dark colored dog running in a field with multilple birds in the background .
35597,387974450_bcd205daac,A dog runs at birds taking flight
35598,387974450_bcd205daac,"A grey dog chases a bunch of crows , a river in the background ."
35599,387974450_bcd205daac,The dog chases the birds in the field .
35600,388386075_9ac3a89ada,a boy plays with a train set .
35601,388386075_9ac3a89ada,A boy takes off his glasses while playing with his toy trains .
35602,388386075_9ac3a89ada,A little boy is playing with some trains .
35603,388386075_9ac3a89ada,a small child wearing a blue shirt playing with his glasses .
35604,388386075_9ac3a89ada,A young boy pulling down his eye glasses and looking a toy trains
35605,389643437_9a9830a3ba,A girl in a white cap eats a slice of fruit next to a girl in a blue cap who is eating chocolate .
35606,389643437_9a9830a3ba,One young girl eats fruit while another eats chocolate .
35607,389643437_9a9830a3ba,Two children taking in a snack .
35608,389643437_9a9830a3ba,Two girls sitting in the grass wearing hats eat snacks .
35609,389643437_9a9830a3ba,Two girls with baseball caps are eating a snack outside .
35610,390360326_26f5936189,A brown dog is carrying a toy in the snow .
35611,390360326_26f5936189,A dog running with something in its mouth
35612,390360326_26f5936189,a dog runs across the snow .
